acc	GO_name	systematic_id	symbol	gene_product_description	evidence_code	source	assigned_by
GO:0030688	preribosome, small subunit precursor	SPAC23H4.15	tsr1	ribosome biogenesis protein Tsr1	IBA	PMID:21873635	GO_Central
GO:0030688	preribosome, small subunit precursor	SPAC3F10.17	ltv1	ribosome biogenesis protein Ltv1	ISO	GO_REF:0000024	PomBase
GO:0030688	preribosome, small subunit precursor	SPAC6G9.02c	nop9	pumilio family RNA-binding protein Nop9	ISO	GO_REF:0000024	PomBase
GO:0030688	preribosome, small subunit precursor	SPAPB21F2.03	slx9	ribosome biogenesis protein Slx9	ISO	GO_REF:0000024	PomBase
GO:0030688	preribosome, small subunit precursor	SPBC13G1.09	enp1	bystin family U3 and U14 snoRNA associated protein Enp1	ISO	GO_REF:0000024	PomBase
GO:0030688	preribosome, small subunit precursor	SPBC1703.05	rio2	protein kinase, RIO family Rio2	IBA	PMID:21873635	GO_Central
GO:0030688	preribosome, small subunit precursor	SPBC23E6.04c	utp10	U3 snoRNP-associated protein Utp10	ISO	GO_REF:0000024	PomBase
GO:0030688	preribosome, small subunit precursor	SPBC56F2.04	utp20	U3 snoRNP protein Utp20	ISO	GO_REF:0000024	PomBase
GO:0030688	preribosome, small subunit precursor	SPBC9B6.07	nop52	nucleolar protein Nop52 family Rrp1	ISO	GO_REF:0000024	PomBase
GO:0030688	preribosome, small subunit precursor	SPBP16F5.05c	yar1	ribosome biogenesis protein Yar1	ISS	GO_REF:0000024	PomBase
GO:0030690	Noc1p-Noc2p complex	SPAC1142.04	noc201	Noc complex subunit Noc201	ISO	GO_REF:0000024	PomBase
GO:0030690	Noc1p-Noc2p complex	SPAC1B3.09c	noc202	Noc complex subunit Noc202	ISO	GO_REF:0000024	PomBase
GO:0030690	Noc1p-Noc2p complex	SPAC4F10.09c	noc1	ribosome biogenesis protein Noc1	ISO	GO_REF:0000024	PomBase
GO:0030691	Noc2p-Noc3p complex	SPAC1142.04	noc201	Noc complex subunit Noc201	ISO	GO_REF:0000024	PomBase
GO:0030691	Noc2p-Noc3p complex	SPAC1B3.09c	noc202	Noc complex subunit Noc202	ISO	GO_REF:0000024	PomBase
GO:0030691	Noc2p-Noc3p complex	SPBC887.03c	noc3	Noc2p-Noc3p complex subunit Noc3	ISO	GO_REF:0000024	PomBase
GO:0030692	Noc4p-Nop14p complex	SPBC1604.06c	noc4	CBF/Mak21 family Noc4	IBA	PMID:21873635	GO_Central
GO:0030692	Noc4p-Nop14p complex	SPBC3F6.04c	nop14	U3 snoRNP protein Nop14	IBA	PMID:21873635	GO_Central
GO:0030870	Mre11 complex	SPAC13C5.07	mre11	Mre11 nuclease	IDA	PMID:22705791	PomBase
GO:0030870	Mre11 complex	SPAC1556.01c	rad50	DNA repair protein Rad50	IPI	PMID:30104346	PomBase
GO:0030870	Mre11 complex	SPBC6B1.09c	nbs1	Mre11 complex BRCT domain subunit Nbs1	IDA	PMID:22705791	PomBase
GO:0030870	Mre11 complex	SPBC6B1.09c	nbs1	Mre11 complex BRCT domain subunit Nbs1	IPI	PMID:12944482	PomBase
GO:0030896	checkpoint clamp complex	SPAC1952.07	rad1	checkpoint clamp complex protein Rad1	IDA	PMID:10648611	PomBase
GO:0030896	checkpoint clamp complex	SPAC20G4.04c	hus1	checkpoint clamp complex protein Hus1	IDA	PMID:10648611	PomBase
GO:0030896	checkpoint clamp complex	SPAC664.07c	rad9	checkpoint clamp complex protein Rad9	IDA	PMID:10648611	PomBase
GO:0030904	retromer complex	SPAC15E1.06	vps29	retromer complex subunit Vps29	IMP	PMID:16622069	PomBase
GO:0030904	retromer complex	SPAC4G9.13c	vps26	retromer complex arrestin related endocytic ubiquitin ligases substrate adaptor ubunit Vps26	IMP	PMID:16622069	PomBase
GO:0030904	retromer complex	SPAPJ696.01c	vps17	retromer complex subunit Vps17	IMP	PMID:16622069	PomBase
GO:0030904	retromer complex	SPCC777.13	vps35	retromer complex subunit Vps35	IMP	PMID:16622069	PomBase
GO:0030904	retromer complex	SPCPJ732.01	vps5	retromer complex subunit Vps5	IMP	PMID:16622069	PomBase
GO:0030905	retromer, tubulation complex	SPAPJ696.01c	vps17	retromer complex subunit Vps17	IBA	PMID:21873635	GO_Central
GO:0030906	retromer, cargo-selective complex	SPCC777.13	vps35	retromer complex subunit Vps35	IEA	GO_REF:0000002	InterPro
GO:0030907	MBF transcription complex	SPAC22F3.09c	res2	MBF transcription factor complex subunit Res2	EXP	PMID:9303312	PomBase
GO:0030907	MBF transcription complex	SPAC22F3.09c	res2	MBF transcription factor complex subunit Res2	IDA	PMID:24006488	PomBase
GO:0030907	MBF transcription complex	SPBC2F12.11c	rep2	MBF transcription factor activator Rep2	EXP	PMID:9303312	PomBase
GO:0030907	MBF transcription complex	SPBC336.12c	cdc10	DNA-binding transcription factor, MBF transcription factor complex subunit Cdc10	EXP	PMID:9303312	PomBase
GO:0030907	MBF transcription complex	SPBC336.12c	cdc10	DNA-binding transcription factor, MBF transcription factor complex subunit Cdc10	IDA	PMID:24006488,PMID:7916653,PMID:8223442	PomBase
GO:0030907	MBF transcription complex	SPBC725.16	res1	MBF transcription factor complex subunit Res1	EXP	PMID:9303312	PomBase
GO:0030907	MBF transcription complex	SPBC725.16	res1	MBF transcription factor complex subunit Res1	IDA	PMID:7739540,PMID:7916653,PMID:8223442	PomBase
GO:0030915	Smc5-Smc6 complex	SPAC11E3.08c	nse6	Smc5-6 complex non-SMC subunit Nse6	IDA	PMID:16478984	PomBase
GO:0030915	Smc5-Smc6 complex	SPAC14C4.02c	smc5	Smc5-6 complex SMC P-loop ATPase subunit Smc5	IDA	PMID:10747036,PMID:12966087,PMID:15331764	PomBase
GO:0030915	Smc5-Smc6 complex	SPAC14C4.02c	smc5	Smc5-6 complex SMC P-loop ATPase subunit Smc5	IPI	PMID:28134253	PomBase
GO:0030915	Smc5-Smc6 complex	SPAC16A10.06c	nse2	Smc5-6 complex non-SMC SUMO ligase subunit Nse2	IDA	PMID:12966087,PMID:15331764	PomBase
GO:0030915	Smc5-Smc6 complex	SPBC20F10.04c	nse4	Smc5-6 complex non-SMC delta-kleisin subunit Nse4	IDA	PMID:15485909	PomBase
GO:0030915	Smc5-Smc6 complex	SPBC651.10	nse5	Smc5-6 complex non-SMC subunit Nse5	IDA	PMID:16478984	PomBase
GO:0030915	Smc5-Smc6 complex	SPCC550.05	nse1	Smc5-6 complex ubiquitin-protein ligase E3 subunit Nse1	IDA	PMID:12966087,PMID:15331764	PomBase
GO:0030915	Smc5-Smc6 complex	SPCC5E4.06	smc6	Smc5-6 complex SMC P-loop ATPase subunit Smc6	IDA	PMID:10747036,PMID:12966087,PMID:15331764	PomBase
GO:0030915	Smc5-Smc6 complex	SPCC5E4.06	smc6	Smc5-6 complex SMC P-loop ATPase subunit Smc6	IPI	PMID:28134253	PomBase
GO:0030915	Smc5-Smc6 complex	SPCC645.04	nse3	Smc5-6 complex non-SMC MAGE family subunit Nse3	IDA	PMID:15331764	PomBase
GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex	SPAC343.13	gta2	mitochondrial glutamyl-tRNA amidotransferase beta subunit Gta2	ISO	GO_REF:0000024	PomBase
GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex	SPBC646.03	gta1	mitochondrial glutamyl-tRNA amidotransferase alpha subunit Gta1	ISO	GO_REF:0000024	PomBase
GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex	SPCC777.11	gta3	mitochondrial glutamyl-tRNA amidotransferase complex subunit Gta3	ISO	GO_REF:0000024	PomBase
GO:0030958	RITS complex	SPAC18G6.02c	chp1	heterochromatin (HP1) family chromodomain protein Chp1	IDA	PMID:14704433	PomBase
GO:0030958	RITS complex	SPBC83.03c	tas3	RITS complex subunit 3	IDA	PMID:14704433	PomBase
GO:0030958	RITS complex	SPCC736.11	ago1	argonaute	IDA	PMID:14704433	PomBase
GO:0031011	Ino80 complex	SPAC10F6.08c	nht1	Ino80 complex HMG box subunit Nht1	IPI	PMID:19933844,PMID:33378674	PomBase
GO:0031011	Ino80 complex	SPAC144.02	iec1	Ino80 complex subunit Iec1	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPAC144.02	iec1	Ino80 complex subunit Iec1	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPAC222.04c	ies6	Ino80 complex subunit Ies6	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPAC222.04c	ies6	Ino80 complex subunit Ies6	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPAC22H12.02	tfg3	TFIID, TFIIF, Ino80, SWI/SNF, and NuA3 complex YEATS family subunit Tfg3	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPAC23D3.09	arp42	SWI/SNF and RSC complex subunit Arp42	ISO	GO_REF:0000024	PomBase
GO:0031011	Ino80 complex	SPAC23G3.04	ies4	Ino80 complex subunit Ies4	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPAC23G3.04	ies4	Ino80 complex subunit Ies4	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPAC29B12.01	ino80	SNF2 family ATP-dependent chromatin remodeller Ino80	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPAC29B12.01	ino80	SNF2 family ATP-dependent chromatin remodeller Ino80	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPAC664.02c	arp8	Ino80 complex actin-like protein Arp8	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPAC664.02c	arp8	Ino80 complex actin-like protein Arp8	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPAC6B12.05c	ies2	Ino80 complex subunit Ies2	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPAPB1E7.14	iec5	Ino80 complex subunit Iec5	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPAPB1E7.14	iec5	Ino80 complex subunit Iec5	IPI	PMID:33378674	PomBase
GO:0031011	Ino80 complex	SPAPB8E5.09	rvb1	ASTRA/Swr1/Ino80 complex AAA family ATPase Rvb1	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPAPB8E5.09	rvb1	ASTRA/Swr1/Ino80 complex AAA family ATPase Rvb1	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPBC11B10.10c	pht1	histone H2A variant H2A.Z Pht1	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPBC32H8.12c	act1	actin Act1	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPBC32H8.12c	act1	actin Act1	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPBC365.10	arp5	Ino80 complex actin-like protein Arp5	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPBC365.10	arp5	Ino80 complex actin-like protein Arp5	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPBC83.08	rvb2	ASTRA/Swr1/Ino80 complex AAA family ATPase Rvb2	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPBC83.08	rvb2	ASTRA/Swr1/Ino80 complex AAA family ATPase Rvb2	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPBP23A10.08	alp5	actin-like protein Arp4	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPBP23A10.08	alp5	actin-like protein Arp4	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPCC1259.04	iec3	Ino80 complex subunit Iec3	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPCC1259.04	iec3	Ino80 complex subunit Iec3	IPI	PMID:19933844,PMID:33378674	PomBase
GO:0031011	Ino80 complex	SPCC16C4.20c	hap2	Ino80 complex, HMG box protein Hap2	IPI	PMID:19933844	PomBase
GO:0031080	nuclear pore outer ring	SPAC1486.05	nup189	nucleoporin Nup98 and Nup96	IDA	PMID:15226438	PomBase
GO:0031080	nuclear pore outer ring	SPAC15F9.02	seh1	GATOR2-SEACAT complex WD repeat subunit Seh1	IDA	PMID:15226438	PomBase
GO:0031080	nuclear pore outer ring	SPAC1805.04	nup132	nucleoporin, WD repeat Nup132	IDA	PMID:15226438	PomBase
GO:0031080	nuclear pore outer ring	SPAC1A6.02	wdr55	WD repeat protein, human WDR55 family, involved in ribosome biogenesis	IBA	PMID:21873635	GO_Central
GO:0031080	nuclear pore outer ring	SPAC4F10.18	nup37	nucleoporin, WD repeat Nup37	IEA	GO_REF:0000002	InterPro
GO:0031080	nuclear pore outer ring	SPBC17G9.04c	nup85	nucleoporin Nup85	IDA	PMID:15226438	PomBase
GO:0031080	nuclear pore outer ring	SPBC215.15	sec13	GATOR2-SEACAT complex/COPII-coated vesicle component/nuclear pore outer ring WD repeat protein Sec13	IBA	PMID:21873635	GO_Central
GO:0031080	nuclear pore outer ring	SPBC3B9.16c	nup120	nucleoporin, WD repeat Nup120	IDA	PMID:15226438	PomBase
GO:0031080	nuclear pore outer ring	SPBC428.01c	nup107	nucleoporin Nup107	IDA	PMID:15226438	PomBase
GO:0031080	nuclear pore outer ring	SPBP35G2.06c	nup131	nucleoporin, WD repeat Nup131	IDA	PMID:15226438	PomBase
GO:0031201	SNARE complex	SPAC17G6.07c	use1	SNARE Use1	IBA	PMID:21873635	GO_Central
GO:0031201	SNARE complex	SPAC23A1.15c	sec20	SNARE Sec20	IBA	PMID:21873635	GO_Central
GO:0031201	SNARE complex	SPAC6F12.03c	fsv1	SNARE Stx8	IBA	PMID:21873635	GO_Central
GO:0031201	SNARE complex	SPAC6G9.11	syb1	SNAP receptor, synaptobrevin family	IBA	PMID:21873635	GO_Central
GO:0031201	SNARE complex	SPAC823.05c	tlg2	SNARE Tlg2	IEA	GO_REF:0000002	InterPro
GO:0031201	SNARE complex	SPAC959.02	sec17	alpha SNAP	IBA	PMID:21873635	GO_Central
GO:0031201	SNARE complex	SPAP14E8.03	bos1	SNARE Bos1	IBA	PMID:21873635	GO_Central
GO:0031201	SNARE complex	SPBC26H8.02c	sec9	SNAP-25 homologue, t-SNARE component Sec9	IBA	PMID:21873635	GO_Central
GO:0031201	SNARE complex	SPBC2A9.08c	sec22	SNARE Sec22	IBA	PMID:21873635	GO_Central
GO:0031201	SNARE complex	SPBC31E1.04	pep12	SNARE Pep12	IBA	PMID:21873635	GO_Central
GO:0031201	SNARE complex	SPBC36B7.07	tlg1	SNARE Tlg1	IBA	PMID:21873635	GO_Central
GO:0031201	SNARE complex	SPBC3B9.10	vti1	SNARE Vti1	IBA	PMID:21873635	GO_Central
GO:0031201	SNARE complex	SPBC8D2.14c	sed5	SNARE Sed5	IBA	PMID:21873635	GO_Central
GO:0031201	SNARE complex	SPCC594.06c	vsl1	vacuolar SNARE Vsl1/Vam7	IBA	PMID:21873635	GO_Central
GO:0031201	SNARE complex	SPCC825.03c	psy1	plasma membrane SNARE Psy1	IBA	PMID:21873635	GO_Central
GO:0031201	SNARE complex	SPCC895.04c	ufe1	SNARE Ufe1	IBA	PMID:21873635	GO_Central
GO:0031207	Sec62/Sec63 complex	SPAC17G6.09	sec62	ER protein translocation subcomplex subunit Sec62	ISO	GO_REF:0000024	PomBase
GO:0031207	Sec62/Sec63 complex	SPAC2F3.02	sec67	ER protein translocation subcomplex subunit Sec67	ISO	GO_REF:0000024	PomBase
GO:0031207	Sec62/Sec63 complex	SPBC36B7.03	sec63	ER protein translocation subcomplex subunit Sec63	ISO	GO_REF:0000024	PomBase
GO:0031207	Sec62/Sec63 complex	SPBC409.21	sec66	ER protein translocation subcomplex subunit Sec66	ISO	GO_REF:0000024	PomBase
GO:0031251	PAN complex	SPAC1B1.04c	pan3	PAN complex protein phosphotransferase subunit Pan3	ISO	GO_REF:0000024	PomBase
GO:0031251	PAN complex	SPAC22G7.04	pan2	PAN complex (poly(A)-specific ribonuclease) ubiquitin C-terminal hydrolase subunit Pan2	ISO	GO_REF:0000024	PomBase
GO:0031251	PAN complex	SPBC336.14c	ppk26	PAN complex protein phosphotransferase subunit Ppk26	ISO	GO_REF:0000024	PomBase
GO:0031262	Ndc80 complex	SPAC27F1.04c	nuf2	NMS complex subunit Nuf2	IDA	PMID:15728720,PMID:28502666	PomBase
GO:0031262	Ndc80 complex	SPBC11C11.03	ndc80	NMS complex subunit Ndc80	IDA	PMID:15728720,PMID:28502666	PomBase
GO:0031262	Ndc80 complex	SPBC336.08	spc24	NMS complex subunit Spc24	IDA	PMID:15728720,PMID:28502666	PomBase
GO:0031262	Ndc80 complex	SPCC188.04c	spc25	NMS complex subunit Spc25	IDA	PMID:15728720,PMID:28502666	PomBase
GO:0031298	replication fork protection complex	SPAC694.06c	mrc1	claspin, Mrc1	ISO	GO_REF:0000024	PomBase
GO:0031298	replication fork protection complex	SPBC1347.10	cdc23	MCM-associated protein Mcm10	IBA	PMID:21873635	GO_Central
GO:0031298	replication fork protection complex	SPBC216.06c	swi1	replication fork protection complex subunit Swi1	IDA	PMID:15367656	PomBase
GO:0031298	replication fork protection complex	SPBC30D10.04	swi3	replication fork protection complex subunit Swi3	IDA	PMID:15367656	PomBase
GO:0031380	nuclear RNA-directed RNA polymerase complex	SPAC6F12.09	rdp1	RNA-directed RNA polymerase Rdp1	IDA	PMID:15607976	PomBase
GO:0031380	nuclear RNA-directed RNA polymerase complex	SPCC1739.03	hrr1	RNAi-mediated heterochromatin assembly helicase Hrr1	IDA	PMID:15607976	PomBase
GO:0031380	nuclear RNA-directed RNA polymerase complex	SPCC663.12	cid12	poly(A) polymerase Cid12	IDA	PMID:15607976	PomBase
GO:0031389	Rad17 RFC-like complex	SPAC14C4.13	rad17	RFC related checkpoint protein Rad17	ISO	GO_REF:0000024	PomBase
GO:0031389	Rad17 RFC-like complex	SPAC1687.03c	rfc4	DNA replication factor C complex subunit Rfc4	ISO	GO_REF:0000024	PomBase
GO:0031389	Rad17 RFC-like complex	SPAC23D3.02	rfc2	DNA replication factor C complex subunit Rfc2	ISO	GO_REF:0000024	PomBase
GO:0031389	Rad17 RFC-like complex	SPAC27E2.10c	rfc3	DNA replication factor C complex subunit Rfc3	ISO	GO_REF:0000024	PomBase
GO:0031389	Rad17 RFC-like complex	SPBC83.14c	rfc5	DNA replication factor C complex subunit Rfc5	ISO	GO_REF:0000024	PomBase
GO:0031390	Ctf18 RFC-like complex	SPAC1687.03c	rfc4	DNA replication factor C complex subunit Rfc4	ISO	GO_REF:0000024	PomBase
GO:0031390	Ctf18 RFC-like complex	SPAC19D5.11c	ctf8	Ctf18 RFC-like complex subunit Ctf8	ISO	GO_REF:0000024	PomBase
GO:0031390	Ctf18 RFC-like complex	SPAC23D3.02	rfc2	DNA replication factor C complex subunit Rfc2	ISO	GO_REF:0000024	PomBase
GO:0031390	Ctf18 RFC-like complex	SPAC27E2.10c	rfc3	DNA replication factor C complex subunit Rfc3	ISO	GO_REF:0000024	PomBase
GO:0031390	Ctf18 RFC-like complex	SPAC31A2.15c	dcc1	Ctf18 RFC-like complex subunit Dcc1	ISO	GO_REF:0000024	PomBase
GO:0031390	Ctf18 RFC-like complex	SPBC83.14c	rfc5	DNA replication factor C complex subunit Rfc5	ISO	GO_REF:0000024	PomBase
GO:0031390	Ctf18 RFC-like complex	SPBC902.02c	ctf18	Ctf18 RFC-like complex subunit Ctf18	IPI	PMID:18045993	PomBase
GO:0031391	Elg1 RFC-like complex	SPAC1687.03c	rfc4	DNA replication factor C complex subunit Rfc4	IDA	PMID:16040599	PomBase
GO:0031391	Elg1 RFC-like complex	SPAC23D3.02	rfc2	DNA replication factor C complex subunit Rfc2	IDA	PMID:16040599	PomBase
GO:0031391	Elg1 RFC-like complex	SPAC27E2.10c	rfc3	DNA replication factor C complex subunit Rfc3	IDA	PMID:16040599	PomBase
GO:0031391	Elg1 RFC-like complex	SPBC83.14c	rfc5	DNA replication factor C complex subunit Rfc5	IDA	PMID:16040599	PomBase
GO:0031391	Elg1 RFC-like complex	SPBC947.11c	elg1	DNA replication factor C complex subunit Elg1	IDA	PMID:16040599	PomBase
GO:0031415	NatA complex	SPAC15E1.08	naa10	NatA N-acetyltransferase complex catalytic subunit Naa10	IDA	PMID:23912279	PomBase
GO:0031415	NatA complex	SPBC418.02	SPBC418.02	NatA N-acetyltransferase complex subunit	ISO	GO_REF:0000024	PomBase
GO:0031415	NatA complex	SPCC338.07c	naa15	NatA N-acetyltransferase complex regulatory subunit Naa15	IDA	PMID:23912279	PomBase
GO:0031415	NatA complex	SPCC663.13c	naa50	NatA N-acetyltransferase subunit Naa50	ISO	GO_REF:0000024	PomBase
GO:0031416	NatB complex	SPBC1215.02c	naa25	NatB N-acetyltransferase complex regulatory subunit Naa25	ISS	GO_REF:0000024	PomBase
GO:0031416	NatB complex	SPCC16C4.12	naa20	NatB N-acetyltransferase complex catalytic subunit Naa20	ISO	GO_REF:0000024	PomBase
GO:0031417	NatC complex	SPBC15D4.06	naa30	NatC N-acetyltransferase complex catalytic subunit Naa30	IDA	PMID:34019809	PomBase
GO:0031417	NatC complex	SPBC1861.03	naa35	NatC N-acetyltransferase complex subunit Naa35	IDA	PMID:34019809	PomBase
GO:0031417	NatC complex	SPBC947.03c	naa38	NatC N-acetyltransferase non-catalytic Sm-like domain subunit Naa38	IDA	PMID:34019809	PomBase
GO:0031422	RecQ family helicase-topoisomerase III complex	SPAC26A3.03c	rmi1	RecQ mediated genome instability protein Rmi1	IDA	PMID:15889139	PomBase
GO:0031422	RecQ family helicase-topoisomerase III complex	SPAC2G11.12	rqh1	RecQ type DNA helicase Rqh1	IDA	PMID:12724426	PomBase
GO:0031422	RecQ family helicase-topoisomerase III complex	SPBC16G5.12c	top3	DNA topoisomerase III	IDA	PMID:12724426	PomBase
GO:0031428	box C/D RNP complex	SPAC23G3.06	nop58	U3 snoRNP protein Nop58	IEA	GO_REF:0000002	InterPro
GO:0031428	box C/D RNP complex	SPAC607.03c	snu13	U3 snoRNP-associated protein Snu13	IBA	PMID:21873635	GO_Central
GO:0031428	box C/D RNP complex	SPBC2D10.10c	fib1	fibrillarin, rRNA methyltransferase	IBA	PMID:21873635	GO_Central
GO:0031428	box C/D RNP complex	SPBC4.02c	SPBC4.02c	rRNA 2'-O-methyltransferase fibrillarin-like	IBA	PMID:21873635	GO_Central
GO:0031428	box C/D RNP complex	SPBC646.10c	nop56	U3 snoRNP protein Nop56	IEA	GO_REF:0000002	InterPro
GO:0031428	box C/D RNP complex	SPNCRNA.445	SPNCRNA.445	non-coding RNA	ISO	GO_REF:0000024	PomBase
GO:0031428	box C/D RNP complex	SPSNORNA.29	sno52	small nucleolar RNA R52	ISO	GO_REF:0000024	PomBase
GO:0031429	box H/ACA snoRNP complex	SPAC1782.10c	nhp2	box H/ACA snoRNP complex subunit Nhp2	IGI	PMID:10502409	PomBase
GO:0031429	box H/ACA snoRNP complex	SPAC29A4.04c	cbf5	pseudouridine synthase Cbf5	ISO	GO_REF:0000024	PomBase
GO:0031429	box H/ACA snoRNP complex	SPAP27G11.13c	nop10	box H/ACA snoRNP complex protein	ISO	GO_REF:0000024	PomBase
GO:0031429	box H/ACA snoRNP complex	SPBC20F10.01	gar1	box H/ACA snoRNP complex subunit Gar1	ISO	GO_REF:0000024	PomBase
GO:0031429	box H/ACA snoRNP complex	SPNCRNA.906	SPNCRNA.906	non-coding RNA	ISO	GO_REF:0000024	PomBase
GO:0031431	Dbf4-dependent protein kinase complex	SPBC776.12c	hsk1	Dbf4(Dfp1)-dependent protein kinase Hsk1	IDA	PMID:10409743,PMID:9705352	PomBase
GO:0031431	Dbf4-dependent protein kinase complex	SPBC776.12c	hsk1	Dbf4(Dfp1)-dependent protein kinase Hsk1	IPI	PMID:21095590	PomBase
GO:0031431	Dbf4-dependent protein kinase complex	SPCC550.13	dfp1	Hsk1-Dfp1 kinase complex regulatory subunit Dfp1	IDA	PMID:10409743,PMID:9705352	PomBase
GO:0031431	Dbf4-dependent protein kinase complex	SPCC550.13	dfp1	Hsk1-Dfp1 kinase complex regulatory subunit Dfp1	IPI	PMID:21095590	PomBase
GO:0031463	Cul3-RING ubiquitin ligase complex	SPAC24H6.03	cul3	cullin 3	ISO	PMID:9990507	PomBase
GO:0031499	TRAMP complex	SPAC12G12.13c	cid14	TRAMP complex poly(A) polymerase subunit Cid14	IDA	PMID:17512405,PMID:20403971	PomBase
GO:0031499	TRAMP complex	SPAC17H9.02	mtl1	MTREC (exosome adaptor) complex RNA helicase subunit Mtl1	TAS	PMID:25240800	PomBase
GO:0031499	TRAMP complex	SPAC6F12.16c	mtr4	TRAMP complex ATP-dependent RNA helicase subunit Mtr4	IDA	PMID:17512405,PMID:20403971	PomBase
GO:0031499	TRAMP complex	SPBP35G2.08c	air1	TRAMP complex zinc knuckle subunit Air1	IDA	PMID:17512405,PMID:20403971	PomBase
GO:0031499	TRAMP complex	SPCC663.12	cid12	poly(A) polymerase Cid12	IEA	GO_REF:0000002	InterPro
GO:0031501	mannosyltransferase complex	SPAC167.09	pga1	GPI-mannosyltransferase II complex subunit Pga1	IBA	PMID:21873635	GO_Central
GO:0031501	mannosyltransferase complex	SPAC18B11.05	gpi18	pig-V, dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase	IBA	PMID:21873635	GO_Central
GO:0031501	mannosyltransferase complex	SPCC4F11.04c	imt2	mannosyltransferase Imt2	IC	GO_REF:0000111	PomBase
GO:0031510	SUMO activating enzyme complex	SPAC4C5.04	rad31	SUMO activating enzyme E1-type Rad31	TAS	PMID:15601841	PomBase
GO:0031510	SUMO activating enzyme complex	SPBC16H5.03c	uba2	SUMO activating enzyme E1-type Uba2	TAS	PMID:15601841	PomBase
GO:0031511	Mis6-Sim4 complex	SPAC11H11.05c	fta6	Mis6-Sim4 complex subunit Fta6	IDA	PMID:16079914,PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPAC1687.20c	mis6	CENP-I ortholog, inner centromere connector Mis6	IDA	PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPAC1783.03	fta2	CENP-P ortholog Fta2	IDA	PMID:16079914,PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPAC23H4.11c	cnl2	centromere localized protein Cnl2	IDA	PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPAC25B8.14	mal2	CENP-O ortholog Mal2	IDA	PMID:16079914,PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPAC4F10.12	fta1	CENP-L ortholog Fta1	IDA	PMID:16079914,PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPBC18E5.03c	sim4	CENP-K ortholog Sim4	IDA	PMID:12719471,PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPBC21.01	mis17	CENP-U ortholog Mis17	IDA	PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPBP22H7.09c	mis15	CENP-N ortholog Mis15	IDA	PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPBP8B7.12c	fta3	CENP-H ortholog Fta3	IDA	PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPBP8B7.12c	fta3	CENP-H ortholog Fta3	IPI	PMID:16079914	PomBase
GO:0031511	Mis6-Sim4 complex	SPCC1235.07	fta7	CENP-Q homolog Fta7	IDA	PMID:16079914,PMID:21445296	PomBase
GO:0031511	Mis6-Sim4 complex	SPCC1393.04	fta4	Mis6-Sim4 complex subunit Fta4	IDA	PMID:16079914,PMID:21445296	PomBase
GO:0031515	tRNA (m1A) methyltransferase complex	SPAC9G1.12	cpd1	tRNA (m1A) methyltransferase complex catalytic subunit Cpd1	ISO	GO_REF:0000024	PomBase
GO:0031515	tRNA (m1A) methyltransferase complex	SPBC800.08	gcd10	tRNA (m1A) methyltransferase non-catalytic subunit Gcd10	ISO	GO_REF:0000024	PomBase
